StrikePrice,TotalCost,Curtailment_MWh,Curtailment_Pct,Curtailment_Hours,NewCapacity_MW,NewSolar_MW,NewGas_MW,NewStorage_MW,RenewablePct,SolveTime,Status
100.0,1.4393939357687906e10,34326.96324942774,0.39293685038264353,24,25593.725001975108,18883.897520854644,6709.827481120462,0.0,25.58476226128583,170.62199997901917,OPTIMAL
200.0,1.4397311598643942e10,32624.879801869763,0.3734532944353224,24,25862.790779220217,19251.239614911276,6611.551164308942,0.0,25.80305536010126,156.15199995040894,OPTIMAL
300.0,1.4400561486920145e10,32255.05047720715,0.3692199001511807,23,25897.571545001625,19313.553024660014,6584.018520341611,0.0,25.838237856781436,208.47699999809265,OPTIMAL
500.0,1.440593658315523e10,24362.09903061139,0.27887018121121093,20,26219.050258644205,19246.850812406406,6972.199446237796,0.0,25.795816260324848,180.89400005340576,OPTIMAL
1000.0,1.440844320415663e10,0.0,0.0,0,26218.90106581169,19249.067893613057,6969.833172198635,0.0,25.796664688970168,183.2610001564026,OPTIMAL
2000.0,1.440844320415663e10,0.0,0.0,0,26218.90106581169,19249.067893613057,6969.833172198635,0.0,25.796664688970168,190.19600009918213,OPTIMAL
5000.0,1.440844320415663e10,0.0,0.0,0,26218.90106581169,19249.067893613057,6969.833172198635,0.0,25.796664688970168,205.55599999427795,OPTIMAL
9000.0,1.440844320415663e10,0.0,0.0,0,26218.90106581169,19249.067893613057,6969.833172198635,0.0,25.796664688970168,197.90599989891052,OPTIMAL
